Michelle Gildernew,Sinn Féin,FALSE,"Sinn Féin MP for the amazing people of Fermanagh Sth Tyrone. Wife/Mummy/Republican/Feminist. Comm1stResponder, Aghaloo Tyrone GAA. I don’t argue with trolls!"
Michelle Donelan,Conservative,FALSE,MP for Chippenham constituency. Minister of State for Universities. For direct responses please email rather than tweet Michelle.donelan.mp@parliament.uk
Michael Tomlinson,Conservative,FALSE,MP - Mid Dorset and North Poole
Michael Gove,Conservative,FALSE,"MP for Surrey Heath. Chancellor of the Duchy of Lancaster 
 @CabinetOfficeUK"
Michael Fabricant,Conservative,FALSE,"Socially liberal MP for #Lichfield. Believes in a global Britain. Loves hill walking, red wine, cosy restaurants & pubs, and The Archers"
Michael Ellis,Conservative,FALSE,Member of Parliament for Northampton North; Solicitor General for England and Wales. Northampton North residents please email for a response.
Mhairi Black,Scottish National Party,FALSE,MP for Paisley & Renfrewshire South. Constituents can get in touch at http://mhairiblack.scot/contact. RTs and Favourites are not always endorsements.
Mel Stride,Conservative,FALSE,Honoured to be MP for Central Devon. Proud to be part of a happy family and father of three girls.
Meg Hillier,Labour,TRUE,"Labour and Co-op MP for Hackney South and Shoreditch.
 

 Constituents please email meg.hillier.mp@parliament.uk"
Matthew Pennycook,Labour,TRUE,Labour MP for Greenwich and Woolwich | Shadow Minister for Climate Change | Arthur and Edith’s Dad | Email: matthew.pennycook.mp@parliament.uk
Matthew Offord,Conservative,TRUE,"Conservative MP for the Hendon constituency - including Burnt Oak, Colindale, Edgware, Mill Hill and West Hendon. For constituency enquiries please email."
Matthew Hancock,Conservative,FALSE,Secretary of State for Health & Social Care and MP for West Suffolk
Matt Western,Labour,TRUE,"Labour Member of Parliament for Warwick and Leamington. Arsenal fan. If you have an issue relating to Covid-19, please go to http://mattwestern.org/covid-19"
Matt Warman,Conservative,TRUE,"Minister for Digital Infrastructure. Member of Parliament for Boston & Skegness. Former Technology Editor, Daily Telegraph. Conservative."
Matt Rodda,Labour,TRUE,Labour MP for Reading East | For casework email mattroddampcasework@parliament.uk
Mary Robinson,Conservative,TRUE,"@Conservatives
  Member of Parliament for Cheadle. Please send casework/policy queries to mary.robinson.mp@parliament.uk"
Mary Glindon,Labour,FALSE,This is a personal account. If you contact me as your North Tyneside MP you should send an email to my parliamentary account: mary.glindon.mp@parliament.uk
Mary Foy,Labour,TRUE,"@UKLabour
  MP for City of Durham 
  Socialist. Trade unionist. Love singing, solidarity & HOPE. For casework: mary.foy.mp@parliament.uk or 0191 374 1915"
Martyn Day,Scottish National Party,TRUE,"SNP MP for Linlithgow and East Falkirk. Tweets by Martyn and team, video at http://youtube.com/MartynDaySNP. Enquiries via 01506 243959 or mail@martynday.scot"
Martin Vickers,Conservative,FALSE,"MP for Cleethorpes 
 Constituency Office: 62 St. Peter's Avenue, Cleethorpes DN35 8HP. Tel. 01472 603554. Email mvickersmp@parliament.uk
 I do not reply to Tweets"
Martin Docherty-Hughes,Scottish National Party,TRUE,"@TheSNP
  MP West #Dunbartonshire | Husband | #whippets | #Independence 
  | Pal of #Estonia 
  Blockchain 
  Email: martin.docherty.mp@parliament.uk"
Marsha de Cordova,Labour,TRUE,"Shadow Women and Equalities Secretary 
 @uklabour
  Member of Parliament for Battersea Email: marsha.decordova.mp@parliament.uk Call: 0207 924 1973"
Mark Tami,Labour,TRUE,"@UKLabour
  Member of Parliament for Alyn & Deeside. Email tamim@parliament.uk for help if you are a constituent, or call 01244 836350 if it's an emergency."
Mark Spencer,Conservative,TRUE,Conservative MP for Sherwood. Gov Chief Whip. Former Nottinghamshire County and Gedling Borough Councillor. Farmer.
Mark Pritchard,Conservative,FALSE,"UK's Intelligence & Security Committee, Fmr Special Rep SE Europe & Leader UK del to OSCE PA Fmr National Security Strategy Cttee, PACE, NATO PA, PM Trade Envoy"
Mark Pawsey,Conservative,FALSE,Member of Parliament for Rugby & Bulkington; Rugby lad and keen enthusiast of rugby the game. Email mark.pawsey.mp@parliament.uk
Mark Jenkinson,Conservative,TRUE,"@Conservatives
  MP for Workington. “Bear of a man” - The Independent. Replies, tweets & DMs not monitored, instead please email office@mark-jenkinson.co.uk"
Mark Hendrick,Labour,TRUE,"Sir Mark Hendrick, Labour and Co-operative Member of Parliament for Preston."
Mark Harper,Conservative,FALSE,"MP for the Forest of Dean. For casework, please contact me at mark.harper.mp@parliament.uk"
Mark Garnier,Conservative,TRUE,Wyre Forest's Conservative Member of Parliament. Working for ALL Wyre Forest on EVERY Issue.
Mark Eastwood,Conservative,TRUE,"Conservative MP for #Dewsbury #Mirfield #Kirkburton & #DenbyDale. Family Man, Leeds Fan & 40 Something Indie/House/Techno Fan. E: mark.eastwood.mp@parliament.uk"
Marion Fellows,Scottish National Party,TRUE,SNP MP for Motherwell & Wishaw; Westminster spokesperson for Disabilities; Post Office APPG Chair; mother and granny; SNP Trade Union Group & SNP CND member.
Marie Rimmer,Labour,TRUE,Labour MP for St Helens South & Whiston. Constituents please email marie.rimmer.mp@parliament.uk
Maria Miller,Conservative,TRUE,"Conservative MP for Basingstoke, please email if you are a constituent with a specific issue that requires a personal response maria.miller.mp@parliament.uk"
Maria Eagle,Labour,TRUE,Labour MP for Garston & Halewood T 0151 448 1167 E maria.eagle.mp@parliament.uk
Maria Caulfield,Conservative,TRUE,"Conservative MP for Lewes, Assistant Gov Whip, Nurse and in my spare time I look after some sheep! Please contact me via email for constituency queries."
Margaret Hodge,Labour,TRUE,"Labour MP for Barking and the heart of Dagenham. 
 @taxinparliament
  Chair. I am currently working remotely, see pinned tweets for all details on staying in touch."
Margaret Greenwood,Labour,FALSE,"Member of Parliament for Wirral West. If you live in Wirral West and have an issue that you wish to raise with me, call my office on 0151 792 3416."
Margaret Ferrier,Independent,FALSE,MP Rutherglen & Hamilton West. If a constituent Email: Margaret.Ferrier.MP@parliament.uk Like RT ≠END
Marcus Jones,Conservative,FALSE,"Proud to be Nuneaton, Arley and Hartshill MP since 2010. Vice Chamberlain to Her Majesty’s Household, Government Whip. Minister for Local Government 2015-2018."
Marcus Fysh,Conservative,FALSE,MP for the Yeovil constituency. For constituent casework and response please email me at marcus.fysh.mp@parliament.uk
Marco Longhi,Conservative,FALSE,"I am the Member of Parliament for Dudley North. Case work will not be handled via Twitter, please email me at marco.longhi.mp@parliament.uk"
Maggie Throup,Conservative,FALSE,"Member of Parliament for Erewash, Lord Commissioner of HM Treasury & Government Whip"
Lyn Brown,Labour,FALSE,Member of Parliament for West Ham
Luke Pollard,Labour,TRUE,"Labour & Co-op Member of Parliament for Plymouth Sutton & Devonport, Shadow Environment Secretary and a big fan of cake. He/him #lukeMP"
Luke Hall,Conservative,FALSE,"Minister for Regional Growth and Local Government. Member of Parliament for Thornbury, Yate and the surrounding villages."
Luke Evans,Conservative,TRUE,"Doctor (GP). Member of Parliament for Hinckley & Bosworth. Conservative. Contact: luke.evans.mp@parliament.uk
 - Casework only taken via email. Thank you"
Lucy Powell,Labour,TRUE,Labour & Co-op MP for Manchester Central | Shadow Business & Consumer Affairs Minister contact@lucypowell.org.uk http://facebook.com/lucy4mcr
Lucy Frazer,Conservative,FALSE,MP for South East Cambridgeshire. Minister for Prisons and Probation. If you want to contact me please email lucy.frazer.mp@parliament.uk
Lucy Allan,Conservative,FALSE,Member of Parliament for Telford Telephone 01952 290039 email lucy.allan.mp@parliament.uk
Louise Haigh,Labour,FALSE,Member of Parliament for Sheffield Heeley and Shadow Secretary of State for Northern Ireland. For casework please email Louise.Haigh.MP@parliament.uk
Lloyd Russell-Moyle,Labour,TRUE,Labour/Coop Kemptown & Peacehaven MP. Email lloyd@russell-moyle.co.uk. Retweets/“likes” are not endorsements they‘re highlighted views (sometimes disagreeable).
Liz Twist,Labour,FALSE,Member of Parliament for Blaydon constituency. For all casework requests please telephone my office on 0191 414 2488 or e-mail liz.twist.mp@parliament.uk
Liz Saville Roberts,Plaid Cymru,FALSE,"Aelod Seneddol Dwyfor Meirionnydd Member of Parliament | Arweinydd Seneddol 
 @Plaid_Cymru
  Westminster Leader | liz.savilleroberts.mp@parliament.uk"
Liz Kendall,Labour,TRUE,Labour MP for Leicester West. If you’re a resident and need my help please ring 0116 204 4980 or email liz.kendall.mp@parliament.uk
Lisa Nandy,Labour,TRUE,Labour MP for Wigan. Shadow Foreign Secretary
Lisa Cameron,Scottish National Party,FALSE,"Member of Parliament for East Kilbride, Strathaven & Lesmahagow Mother animal lover politician"
Lindsay Hoyle,Speaker,FALSE,Rt Hon Sir Lindsay Hoyle.This a/c relates to my activities as MP for Chorley. Updates on my role as Speaker can be viewed on my Instagram a/c commons_speaker
Lilian Greenwood,Labour,TRUE,"@UKLabour
  MP for Nottingham South, amongst other things. She/her. Constituents please get in touch via lilian.greenwood.mp@parliament.uk or ring 0115 711 7000"
Liam Byrne,Labour,TRUE,"Shadow Mayor for the West Midlands | Labour MP for Birmingham Hodge Hill | Chair, 
 @ParlNetwork
  on 
 @WorldBank
  
 @IMFNews
  | Research Fellow 
 @NuffieldCollege"
Lia Nici,Conservative,TRUE,"Conservative Member of Parliament for #Grimsby & Councillor for Scartho Ward. Proud Grimbarian. Office: 01472 426470
 Email me at: lia.nici.mp@parliament.uk"
Leo Docherty,Conservative,FALSE,"MP for Aldershot, Farnborough and Blackwater • Assistant Government Whip • No replies via Twitter, please use 
  http://leodocherty.org.uk/contact"
Lee Benjamin Rowley,Conservative,TRUE,"Member of Parliament for North East Derbyshire & Deputy Chairman 
 @Conservatives
 . Proudly Derbyshire born and bred. Please email if constituent!"
Lee Anderson,Conservative,,
Lee Anderson,Conservative,FALSE,
Layla Moran,Liberal Democrat,TRUE,"Lib Dem MP for Oxford West & Abingdon | Spokesperson for Foreign Affairs and International Development | Chair of 
 @AppgCoronavirus
  | http://laylamoran.com | She/Her"
Laurence Robertson,Conservative,FALSE,"Member of Parliament for Tewkesbury 
 

 PM's Trade Envoy to Angola & Zambia  
 

 RTs not an endorsement. For casework email: laurence.robertson.mp@parliament.uk"
Laura Farris,Conservative,FALSE,"Member of Parliament for Newbury. Home Affairs Select Committee. Co-Chair of 
 @WomenWorkAPPG
 . For casework please email laura.farris.mp@parliament.uk"
Kwasi Kwarteng,Conservative,FALSE,"Member of Parliament for Spelthorne & Minister of State 
 @beisgovuk
 ."
Kit Malthouse,Conservative,FALSE,Member of Parliament for lovely NW Hants. Government Minister for Crime & Policing. Please contact via website or email
Kirsty Blackman,Scottish National Party,TRUE,"SNP MP for Aberdeen North. Aberdonian to my core. Scarf wearer. Not better yet, but taking each day as it comes."
Kirsten Oswald,Scottish National Party,TRUE,"MP for East Renfrewshire & SNP Westminster Deputy Leader | SNP Business Convener | Eastwood SNP | My own views | 
  Casework: kirsten.oswald.mp@parliament.uk"
Kim Johnson,Labour,TRUE,"Labour MP for Liverpool Riverside 
 Former 
 @NorthWestUNISON
  shop steward. Community activist. For all enquires please contact Kim.Johnson.mp@parliament.uk"
Kieran John Mullan,Conservative,FALSE,"Proud to be MP for Crewe & Nantwich.  
  Sport 
  RT not endorsements
 

  For constituents email kieran.mullan.mp@parliament.uk"
Khalid Mahmood,Labour,TRUE,Proud to be serving the people of Birmingham Perry Barr as their Labour Member of Parliament since 2001. Shadow Defence Minister ( procurement )
Kevin Hollinrake,Conservative,FALSE,"Member of Parliament for Thirsk and Malton. Wife Nikky, 4 kids. Love cricket, rugby union, politics, business and family life."
Kevin Foster,Conservative,FALSE,"Member of Parliament for Torbay (Covers Torquay and Paignton), please send queries to kevin@kevinjfoster.com or call 01803 214 989."
Kevin Brennan,Labour,TRUE,"@WelshLabour
  MP for Cardiff West & 
 @CommonsDCMS
  Select Committee Member. Constituency casework can't be dealt with here please email brennank@parliament.uk."
Kevan Jones,Labour,TRUE,Labour Member of Parliament for North Durham. Trustee of the Commonwealth War Graves Foundation and a Former Defence Minister
Kerry McCarthy,Labour,TRUE,"Labour Member of Parliament for Bristol East/ shadow Minister for Green Transport. For diary, constituent queries please email Kerry.mccarthy.mp@parliament.uk."
Kenny MacAskill,Scottish National Party,FALSE,Kenny MacAskill
Kemi Badenoch,Conservative,TRUE,"Conservative MP for Saffron Walden. Treasury & Equalities Minister. For constituent queries, pls email Kemi.Badenoch.mp@parliament.uk providing home address"
Kelly Tolhurst,Conservative,FALSE,Member of Parliament for Rochester & Strood Constituency
Keir Starmer,Labour,TRUE,Leader of the Labour Party. Member of Parliament for Holborn and St Pancras. Former Director of Public Prosecutions.
Katherine Fletcher,Conservative,TRUE,"@Conservatives
  MP for South Ribble. Managed by Katherine & the constituency team. For support email Katherine.Fletcher.mp@parliament.uk inc. your postal address"
Kate Osborne,Labour,FALSE,"Proud to be Member of Parliament for the constituency of Jarrow. Socialist. Trade Unionist. Mum. Wife. She/Her.
  For casework: kate.osborne.mp@parliament.uk"
Kate Osamor,Labour,FALSE,"Feminist. From Margin to Center - Bell Hooks
 

 Constituents email edmontonconstituency@parliament.uk|| 0208 803 0574"
Kate Hollern,Labour,TRUE,"@UKLabour
  MP for Blackburn and Shadow Minister for Local Government. For casework please contact kate.hollern.mp@parliament.uk"
Kate Green,Labour,TRUE,Labour MP for Stretford & Urmston and Shadow Education Secretary
Karl Turner,Labour,TRUE,"@UKLabour
 , born and bred in East Hull, for East Hull. Shadow Minister - Legal Aid. Stella’s dad, wife Leanne. Socialist, #LeftyLawyer 
 . Fellow 
 @LeedsBeckett"
Karl McCartney,Conservative,TRUE,"Cars, cakes, Politics. Honour & privilege as elected Lincoln’s Conservative MP: 2010, 2015 & 2019. RTs obvs not endorsements. E: karl.mccartney.mp@parliament.uk"
Karin Smyth,Labour,TRUE,"Labour MP Bristol South. Shadow NI Minister. Member 
 @CommonsPACAC
  If you are a constituent who wants to contact me, please email: karin.smyth.mp@parliament.uk"
Karen Buck,Labour,TRUE,Labour MP for Westminster North. Live locally? Please raise issues with me via email at buckk@parliament.uk as I can’t do casework on Twitter. Thank you!
Justin Tomlinson,Conservative,TRUE,"Conservative, North Swindon MP and Minister for Disabled People. Assistant Manager to Margot & Kate Tomlinson"
Justin Madders,Labour,TRUE,"Labour MP for Ellesmere Port & Neston. Local, hard-working & on your side. Shadow Health Minister. Any queries please email me justin.madders.mp@parliament.uk"
Julie Marson,Conservative,FALSE,"Working hard for Hertford and Stortford. If you are a constituent, please email me at julie.marson.mp@parliament.uk as I cannot guarantee a response on Twitter."
Julie Elliott,Labour,TRUE,Labour Member of Parliament for Sunderland Central
Julian Sturdy,Conservative,TRUE,Conservative Member of Parliament for York Outer since 2010. Constituents can contact me via julian.sturdy.mp@parliament.uk
Julian Smith,Conservative,FALSE,Member of Parliament for Skipton & Ripon
Julian Knight,Conservative,FALSE,"Three times elected MP for Solihull, chair DCMS select committee, For casework or any questions please email julian.knight.mp@parliament.uk"
Julia Lopez,Conservative,TRUE,Conservative MP for Hornchurch & Upminster and Parliamentary Secretary at Cabinet Office. Please email julia.lopez.mp@parliament.uk with queries and casework.
Judith Cummins,Labour,TRUE,"Labour MP for Bradford South. 
 

 I do not deal with casework on Twitter - if you are a constituent please email me at judith.cummins.mp@parliament.uk"
Joy Morrissey,Conservative,TRUE,Conservative Member of Parliament for Beaconsfield | Mum | If you are a constituent please contact my office: joy.morrissey.mp@parliament.uk
Jonathan Reynolds,Labour,FALSE,"Shadow Secretary of State for Work and Pensions. Lab/Co-Op MP for Stalybridge, Hyde, Mossley, Longdendale & Dukinfield. Chair 
 @ChrLeft
 ."
Jonathan Lord,Conservative,FALSE,"MP for Woking. For a reply to any/all queries, constituents should pls email jonathan.lord.mp@parliament.uk (No JL replies via Twitter). RT not an endorsement."
Jonathan Djanogly,Conservative,TRUE,Conservative Member of Parliament for the Huntingdon constituency.
Jonathan Ashworth,Labour,TRUE,Labour MP for Leicester South | shadow Health & Social Care Secretary | Marathon Runner
Jon Trickett,Labour,TRUE,"And they'll raise their hands, saying ""We'll meet all your demands""
 But we'll shout from the bow, ""Your days are numbered""
 Labour MP"
Jon Cruddas,Labour,TRUE,Labour MP for Dagenham and Rainham. For all casework enquiries please email cruddasj@parliament.uk
Johnny Mercer,Conservative,FALSE,Father of three; husband of 1. Believer in change; Follow if you think #plymouthdeservesbetter Member of Parliament for Plymouth Moor View
Johnny McNally,Scottish National Party,TRUE,"@theSNP
  Member of Parliament for the Falkirk Constituency. Enquiries: john.mcnally.mp@parliament.uk"
John Whittingdale,Conservative,TRUE,"Conservative Member of Parliament for Maldon and Minister for Media and Data, DCMS"
John Stevenson,Conservative,FALSE,"John Stevenson is the MP for Carlisle. If you are a constituent and you have any queries, please email office@johnstevensonmp.co.uk"
John Spellar,Labour,TRUE,Labour MP for Warley in the Black Country.
John Redwood,Conservative,,
John Redwood,Conservative,FALSE,
John Penrose,Conservative,TRUE,"News from John Penrose, MP for Weston-super-Mare, Chair of Conservative Policy Forum, PM's Anti-Corruption Champion"
John Nicolson,Scottish National Party,FALSE,Member of the Westminster Parliament for Ochil & South Perthshire. Journalist.
John McDonnell,Labour,TRUE,Labour MP for Hayes and Harlington and former Shadow Chancellor. Join the Labour Party here: http://join.labour.org.uk
John Lamont,Conservative,FALSE,"MP for the Borders. Fighting against IndyRef2 : Out of hours, I’m training for my next marathon, somewhere. Triathlete. Ironman."
John Howell,Conservative,FALSE,MP for the Henley Constituency. Please email questions to howelljm@parliament.uk
John Healey,Labour,TRUE,Husband and Dad. Proud Yorkshireman. Labour MP for Wentworth and Dearne and Shadow Defence Secretary.
John Glen,Conservative,FALSE,"Member of Parliament for Salisbury. City Minister and Economic Secretary to the Treasury. For casework, please contact john.glen.mp@parliament.uk."
John Finucane,Sinn Féin,FALSE,North Belfast MP
John Cryer,Labour,TRUE,Labour MP for Leyton & Wanstead. Please email me at john.cryer.mp@parliament.uk if you want a reply in more than 280 characters - Please email with your address
Joanna Cherry QC,Scottish National Party,TRUE,"SNP MP for Edinburgh South West, Queen's Counsel and Feminist."
Jo Stevens,Labour,TRUE,"Labour MP for Cardiff Central. Mum, sister, daughter. Shadow Secretary of State for Digital Culture Media and Sport."
Jo Gideon,Conservative,FALSE,"MP for Stoke on Trent Central | West Midlander born and bred | PPS to Secretary of State for 
 @BEISgovuk
  | RT not an endorsement | jo.gideon.mp@parliament.uk"
Jo Churchill,Conservative,FALSE,"MP for Bury St Edmunds,Stowmarket,Needham Market & villages. 
 @DHSCgovuk
  Minister for Public Health, Primary Care & Prevention. 
 jo.churchill.mp@parliament.uk"
Jim Shannon,Democratic Unionist Party,FALSE,"Democratic Unionist Party Member of Parliament to Strangford PC.
 jim.shannon1@btopenworld.com.
 02891827990"
Jim McMahon,Labour,TRUE,"Labour & Co-operative MP for Oldham West & Royton
  | Chair, Co-op Party 
  | Shadow Transport Secretary | 
 @usdaw
  
 @gmb
  | 
 @uklabour
  
 @coopparty
  
  | #loveoldham"
Jessica Morden,Labour,TRUE,Labour MP for Newport East.
Jesse Norman,Conservative,FALSE,"Financial Secretary at HM Treasury/tax and infrastructure strategy, Hereford & S Hfds MP, campaigner, author of bios of Burke & Adam Smith: http://tinyurl.com/yaar9xz6"
Jess Phillips,Labour,TRUE,"Labour MP for Birmingham Yardley
 

 https://jessphillips.net/content/support-petition-domestic-abuse-bill-protects-everyone…"
Jerome Mayhew,Conservative,FALSE,"Member of parliament for Broadland.
 Promoted by Kate Rushton on behalf of Jerome Mayhew both at The Old Smithy, Church Farm, Attlebridge, Norwich NR9 5ST"
Jeremy Hunt,Conservative,FALSE,"MP for South West Surrey and Chair of 
 @CommonsHealth"
Jeremy Corbyn,Independent,TRUE,Labour MP for Islington North
Jeffrey M. Donaldson,Democratic Unionist Party,FALSE,Sir Jeffrey has been Member of Parliament for Lagan Valley since 1997. He is Parliamentary Leader of Democratic Unionist Party & UK Trade Envoy to Egypt.
Jeff Smith,Labour,TRUE,"Labour MP for Manchester Withington
 For all enquiries, or if you’d like a reply please email jeff.smith.mp@parliament.uk
 Contact my office on 0161 445 0678"
Jason McCartney,Conservative,TRUE,"Member of Parliament for Colne Valley - former RAF Officer #ColneValley #HolmeValley #Lindley #Golcar #CroslandMoor #Netherton #HTAFC #GiantsRL 
 @Conservatives"
Janet Daby,Labour,TRUE,Labour MP for Lewisham East | Shadow Minister for Faith | Mum of two | Tweets own | All enquiries please email janet.daby.mp@parliament.uk
Jane Stevenson,Conservative,TRUE,"Conservative MP for Wolverhampton North East. Proud Wulfrunian
 

 If you are a constituent & want to contact me please email jane.stevenson.mp@parliament.uk"
Jane Hunt,Conservative,TRUE,"Conservative MP for Loughborough. I cannot respond to casework here, so please email me at jane.hunt.mp@parliament.uk."
Jamie Stone,Liberal Democrat,TRUE,"Full-time 
 @LibDems
  MP for Caithness, Sutherland and Easter Ross - and Defence & DCMS spokesperson! 
  Part-time Panto Dame 
  #GapsInSupport APPG Chair"
Jamie Hamilton Wallis,Conservative,FALSE,"Member of Parliament for Bridgend & Porthcawl. 
 Proud Unionist 
  
  and Brexiteer! 
  
 Jamie.Wallis.MP@Parliament.uk if you want a reply."
James Wild,Conservative,FALSE,MP for North West Norfolk - for constituency casework email James.wild.mp@parliament.uk Website http://jameswild.org.uk
James Sunderland,Conservative,FALSE,Pragmatic and humbled to serve Bracknell Constituency. I do not respond via Twitter. Please contact: james.sunderland.mp@parliament.uk
James Murray,Labour,TRUE,"Labour Co-op MP for Ealing North
 . Shadow Financial Secretary to the Treasury. Londoner, socialist, former Dep Mayor for Housing. james.murray.mp@parliament.uk"
James Morris,Conservative,FALSE,MP for Halesowen and Rowley Regis and Govt Whip. if you require an answer to your message or enquiry please email me on james.morris.mp@parliament.uk
James Heappey,Conservative,FALSE,"MP for Wells | Minister for the Armed Forces | Excited by all things tech, green and/or disruptive | Once a soldier | Casework james.heappey.mp@parliament.uk"
James Gray,Conservative,FALSE,I am the Member of Parliament for North Wiltshire. For any casework queries please contact: jamesgraymp@parliament.uk and I will respond to within two days.
James Duddridge,Conservative,TRUE,Conservative MP for Rochford and Southend East. Minister for Africa for the UK Government. Need my help? Constituents please email: james@jamesduddridge.com
James Davies,Conservative,FALSE,MP for the Vale of Clwyd (Con); Commons Health Select Committee member; NHS GP. Please e-mail james.davies.mp@parliament.uk to ensure reply.
James Daly,Conservative,FALSE,"Member of Parliament for Bury North.
 Please email james.daly.mp@parliament.uk for constituent matters or call 0161 546 0161 | http://jamesdaly.org.uk/contact"
James Cleverly,Conservative,FALSE,"MP for the Braintree Constituency. Minister for Middle East & North Africa in the Foreign, Commonwealth & Development Office"
James Cartlidge,Conservative,FALSE,Member of Parliament for South Suffolk. Please send all enquiries to james.cartlidge.mp@parliament.uk.
James Brokenshire,Conservative,TRUE,"Security Minister. Conservative Member of Parliament for Old Bexley & Sidcup. Former Essex boy. Owner of four ovens. Follow me on Instagram at 
 @jpbrokenshire"
Jake Berry,Conservative,TRUE,Conservative MP for Rossendale and Darwen. For help or casework please email jake.berry.mp@parliament.uk
Jacob Young,Conservative,FALSE,"Teessider & Yorkshireman. Member of Parliament for the Redcar Constituency (inc. South Bank, Eston, Marske). For a response, email: jacob.young.mp@parliament.uk"
Jacob Rees-Mogg,Conservative,TRUE,Conservative MP for North East Somerset. Lord President of the Council and Leader of the House of Commons.
Jackie Doyle-Price,Conservative,FALSE,Member of Parliament for Thurrock. If you require a response please write to jackie.doyleprice.mp@parliament.uk
Jack Lopresti,Conservative,TRUE,"Conservative MP for Filton and Bradley Stoke. If you would like my help on an issue or to raise a concern, please contact my Office via my website below."
Jack Dromey,Labour,TRUE,"Labour Member of Parliament for Birmingham, Erdington. Shadow Minister for Pensions."
Imran Nasir Ahmad Khan,Conservative,FALSE,"Member of Parliament for Wakefield. Constituents should email imran.mp@parliament.uk, including your full postal address. I do not respond on Twitter."
Imran Hussain,Labour,TRUE,"Labour MP for Bradford East & Shadow Employment Rights and Protections Minister. For enquiries, please contact imran.hussain.mp@parliament.uk"
Ian Murray,Labour,TRUE,Shadow Secretary of State for Scotland and Labour MP for Edinburgh South.
Ian Mearns,Labour,FALSE,Proud to be Member of Parliament for the great people and great Constituency of my home - Gateshead - For Casework please email: ian.mearns.mp@parliament.uk
Ian Lavery,Labour,TRUE,Proud to be the Labour MP for Wansbeck
Ian Byrne,Labour,TRUE,"Labour Member of Parliament for Liverpool West Derby.
  Co-founder 
 @SFoodbanks
 . Pls note I can't reply to casework via Twitter. Email ian.byrne.mp@parliament.uk"
Ian Blackford,Scottish National Party,TRUE,"Member of parliament for Ross, Skye and Lochaber and 
 @theSNP
  Westminster group leader. Constituents with questions should email ian.blackford.mp@parliament.uk"
Iain Stewart,Conservative,FALSE,"MP for Milton Keynes South and Scotland Office Minister.
 Likes and RTs mean interest, not necessarily endorsement.
 For casework and enquires, contact my office."
Iain Duncan Smith,Conservative,TRUE,"Conservative MP for Chingford & Woodford Green, please email iain.duncansmith.mp@parliament.uk for any casework related enquiries"
Hywel Williams,Plaid Cymru,FALSE,"Aelod Seneddol 
 @Plaid_Cymru
  #Arfon Member of Parliament | hywel.williams.mp@parliament.uk | Ail-drydar ≠ cydsyniad RT ≠ endorsements"
Huw Merriman,Conservative,FALSE,"Chairman of Transport Select Committee & MP for Bexhill and Battle constituency. For replies, please email: huw.merriman.mp@parliament.uk"
Holly Lynch,Labour,FALSE,"MP for Halifax + Shadow Immigration Minister. If you need a reply or assistance, please email holly.lynch.mp@parliament.uk or call Hx 399 515 with any casework"
Hilary Benn,Labour,TRUE,Labour MP for Leeds Central https://tuc.org.uk/join-union
Henry Smith,Conservative,FALSE,Dad - Member of Parliament - #Crawley - Vegetarian - Vexillologist. Enquiries? Please email: henry.smith.mp@parliament.uk as I can’t guarantee seeing DMs/posts.
Helen Whately,Conservative,FALSE,Member of Parliament for Faversham and Mid Kent. Minister in the Department of Health & Social Care.
Helen Hayes,Labour,TRUE,Labour Member of Parliament for Dulwich & West Norwood. Shadow Cabinet Office Minister. Mum. Tweeting in personal capacity RTs not endorsements.
Helen Grant,Conservative,FALSE,"Member of Parliament for Maidstone and The Weald and Prime Minister's Trade Envoy to Nigeria.
 

 Please do get in touch at helen.grant.mp@parliament.uk"
Heather Wheeler,Conservative,FALSE,Member of Parliament for South Derbyshire. For casework enquiries/ queries please email heather.wheeler.mp@parliament.uk
Harriett Baldwin,Conservative,FALSE,"MP West Worcestershire 
 @UKParliament
  
 @commonstreasury
  
 @natopapress
  + Chair 
 @BGIPU
  
 @appgglobaled
  
 @appgsudans
  Co-Chair 
 @IPNEducation
  Casework please e-mail direct"
Harriet Harman QC,Labour,FALSE,"Member of Parliament for Camberwell and Peckham. Mother of the House of Commons. Chair 
 @HumanRightsCtte"
Hannah Bardell,Scottish National Party,TRUE,Member of Parliament for the Livingston Constituency. SNP Spokesperson on Consular Affairs & International Engagement. 'Uber Feminist'. She/ her.
Guy Opperman,Conservative,FALSE,"#Hexham MP. Pensions Minister 
 @DWP
 . Amateur jockey 
  Passionate about #Northumberland. Brain tumour survivor / fundraiser."
Greg Smith,Conservative,TRUE,Conservative Member of Parliament for Buckingham constituency. For casework and/or constituency enquiries/questions please email greg.smith.mp@parliament.uk
Greg Knight,Conservative,FALSE,"Member of Parliament for East Yorks. Chair, Parliamentary Historic Vehicles Group. Constituency & casework NOT dealt with here but at: secretary@gregknight.com"
Greg Hands,Conservative,TRUE,"Conservative MP for Chelsea & Fulham. Minister of State for Trade Policy at 
 @tradegovuk
 . Shaun Bailey for London campaign chair."
Greg Clark,Conservative,FALSE,MP for Tunbridge Wells. Chair of Science & Technology Select Committee. I don’t respond on Twitter - constituents please contact me through my website.
Grant Shapps,Conservative,FALSE,Welwyn Hatfield MP and Secretary of State for Transport
Grahame Morris,Labour,TRUE,"Labour MP Easington, CoDurham 
 NHS
 Unite
 Unions
 Transport
 AnimalWelfare
 SocialJustice 
  Solidarity
 Marra 
 LfPME
 Labour dog 
  RT's are NOT nec ends"
